reading_id,room_id,submitted_by,reading_value_kwh,previous_reading_value_kwh,usage_delta_kwh,reading_period_start,reading_period_end,submitted_at,source,verification_status
READ-2022-W48-R-102,R-102,siti.aminah@ampera.com,8901.4738,8843.9646,57.5092,2022-11-28T00:00:00Z,2022-12-04T23:00:00Z,2022-12-04T23:00:00Z,seed_dataset,verified
READ-2022-W49-R-102,R-102,siti.aminah@ampera.com,8965.8668,8901.4738,64.3930,2022-12-05T00:00:00Z,2022-12-11T23:00:00Z,2022-12-11T23:00:00Z,seed_dataset,verified
READ-2022-W50-R-102,R-102,siti.aminah@ampera.com,9026.3013,8965.8668,60.4345,2022-12-12T00:00:00Z,2022-12-18T23:00:00Z,2022-12-18T23:00:00Z,seed_dataset,verified
READ-2022-W51-R-102,R-102,siti.aminah@ampera.com,9086.3805,9026.3013,60.0792,2022-12-19T00:00:00Z,2022-12-25T23:00:00Z,2022-12-25T23:00:00Z,seed_dataset,verified
READ-2022-W52-R-102,R-102,siti.aminah@ampera.com,9146.3689,9086.3805,59.9884,2022-12-26T00:00:00Z,2023-01-01T23:00:00Z,2023-01-01T23:00:00Z,seed_dataset,verified
READ-2023-W01-R-102,R-102,siti.aminah@ampera.com,9206.8178,9146.3689,60.4489,2023-01-02T00:00:00Z,2023-01-08T23:00:00Z,2023-01-08T23:00:00Z,seed_dataset,verified
READ-2023-W02-R-102,R-102,siti.aminah@ampera.com,9270.7307,9206.8178,63.9129,2023-01-09T00:00:00Z,2023-01-15T23:00:00Z,2023-01-15T23:00:00Z,seed_dataset,verified
READ-2023-W03-R-102,R-102,siti.aminah@ampera.com,9341.7044,9270.7307,70.9737,2023-01-16T00:00:00Z,2023-01-22T23:00:00Z,2023-01-22T23:00:00Z,seed_dataset,verified
READ-2023-W04-R-102,R-102,siti.aminah@ampera.com,9402.8074,9341.7044,61.1030,2023-01-23T00:00:00Z,2023-01-29T23:00:00Z,2023-01-29T23:00:00Z,seed_dataset,verified
READ-2023-W05-R-102,R-102,siti.aminah@ampera.com,9463.8655,9402.8074,61.0581,2023-01-30T00:00:00Z,2023-02-05T23:00:00Z,2023-02-05T23:00:00Z,seed_dataset,verified
READ-2023-W06-R-102,R-102,siti.aminah@ampera.com,9526.5629,9463.8655,62.6974,2023-02-06T00:00:00Z,2023-02-12T23:00:00Z,2023-02-12T23:00:00Z,seed_dataset,verified
READ-2023-W07-R-102,R-102,siti.aminah@ampera.com,9586.2683,9526.5629,59.7054,2023-02-13T00:00:00Z,2023-02-19T23:00:00Z,2023-02-19T23:00:00Z,seed_dataset,verified
READ-2023-W08-R-102,R-102,siti.aminah@ampera.com,9647.5841,9586.2683,61.3158,2023-02-20T00:00:00Z,2023-02-26T23:00:00Z,2023-02-26T23:00:00Z,seed_dataset,verified
READ-2023-W09-R-102,R-102,siti.aminah@ampera.com,9703.5013,9647.5841,55.9172,2023-02-27T00:00:00Z,2023-03-05T23:00:00Z,2023-03-05T23:00:00Z,seed_dataset,verified
READ-2023-W10-R-102,R-102,siti.aminah@ampera.com,9754.4327,9703.5013,50.9314,2023-03-06T00:00:00Z,2023-03-12T23:00:00Z,2023-03-12T23:00:00Z,seed_dataset,verified
READ-2023-W11-R-102,R-102,siti.aminah@ampera.com,9806.1051,9754.4327,51.6724,2023-03-13T00:00:00Z,2023-03-19T23:00:00Z,2023-03-19T23:00:00Z,seed_dataset,verified
READ-2023-W12-R-102,R-102,siti.aminah@ampera.com,9855.8373,9806.1051,49.7322,2023-03-20T00:00:00Z,2023-03-26T23:00:00Z,2023-03-26T23:00:00Z,seed_dataset,verified
READ-2023-W13-R-102,R-102,siti.aminah@ampera.com,9905.7808,9855.8373,49.9435,2023-03-27T00:00:00Z,2023-04-02T23:00:00Z,2023-04-02T23:00:00Z,seed_dataset,verified
READ-2023-W14-R-102,R-102,siti.aminah@ampera.com,9957.7563,9905.7808,51.9755,2023-04-03T00:00:00Z,2023-04-09T23:00:00Z,2023-04-09T23:00:00Z,seed_dataset,verified
READ-2023-W15-R-102,R-102,siti.aminah@ampera.com,10006.9697,9957.7563,49.2134,2023-04-10T00:00:00Z,2023-04-16T23:00:00Z,2023-04-16T23:00:00Z,seed_dataset,verified
READ-2023-W16-R-102,R-102,siti.aminah@ampera.com,10059.0290,10006.9697,52.0593,2023-04-17T00:00:00Z,2023-04-23T23:00:00Z,2023-04-23T23:00:00Z,seed_dataset,verified
READ-2023-W17-R-102,R-102,siti.aminah@ampera.com,10110.9903,10059.0290,51.9613,2023-04-24T00:00:00Z,2023-04-30T23:00:00Z,2023-04-30T23:00:00Z,seed_dataset,verified
READ-2023-W18-R-102,R-102,siti.aminah@ampera.com,10163.4448,10110.9903,52.4545,2023-05-01T00:00:00Z,2023-05-07T23:00:00Z,2023-05-07T23:00:00Z,seed_dataset,verified
READ-2023-W19-R-102,R-102,siti.aminah@ampera.com,10214.2099,10163.4448,50.7651,2023-05-08T00:00:00Z,2023-05-14T23:00:00Z,2023-05-14T23:00:00Z,seed_dataset,verified
READ-2023-W20-R-102,R-102,siti.aminah@ampera.com,10263.1345,10214.2099,48.9246,2023-05-15T00:00:00Z,2023-05-21T23:00:00Z,2023-05-21T23:00:00Z,seed_dataset,verified
READ-2023-W21-R-102,R-102,siti.aminah@ampera.com,10314.9586,10263.1345,51.8241,2023-05-22T00:00:00Z,2023-05-28T23:00:00Z,2023-05-28T23:00:00Z,seed_dataset,verified
READ-2023-W22-R-102,R-102,siti.aminah@ampera.com,10374.3537,10314.9586,59.3951,2023-05-29T00:00:00Z,2023-06-04T23:00:00Z,2023-06-04T23:00:00Z,seed_dataset,verified
READ-2023-W23-R-102,R-102,siti.aminah@ampera.com,10434.7691,10374.3537,60.4154,2023-06-05T00:00:00Z,2023-06-11T23:00:00Z,2023-06-11T23:00:00Z,seed_dataset,verified
READ-2023-W24-R-102,R-102,siti.aminah@ampera.com,10496.2923,10434.7691,61.5232,2023-06-12T00:00:00Z,2023-06-18T23:00:00Z,2023-06-18T23:00:00Z,seed_dataset,verified
READ-2023-W25-R-102,R-102,siti.aminah@ampera.com,10560.4634,10496.2923,64.1711,2023-06-19T00:00:00Z,2023-06-25T23:00:00Z,2023-06-25T23:00:00Z,seed_dataset,verified
READ-2023-W26-R-102,R-102,siti.aminah@ampera.com,10625.2692,10560.4634,64.8058,2023-06-26T00:00:00Z,2023-07-02T23:00:00Z,2023-07-02T23:00:00Z,seed_dataset,verified
READ-2023-W27-R-102,R-102,siti.aminah@ampera.com,10692.8697,10625.2692,67.6005,2023-07-03T00:00:00Z,2023-07-09T23:00:00Z,2023-07-09T23:00:00Z,seed_dataset,verified
READ-2023-W28-R-102,R-102,siti.aminah@ampera.com,10758.8109,10692.8697,65.9412,2023-07-10T00:00:00Z,2023-07-16T23:00:00Z,2023-07-16T23:00:00Z,seed_dataset,verified
READ-2023-W29-R-102,R-102,siti.aminah@ampera.com,10829.2992,10758.8109,70.4883,2023-07-17T00:00:00Z,2023-07-23T23:00:00Z,2023-07-23T23:00:00Z,seed_dataset,verified
READ-2023-W30-R-102,R-102,siti.aminah@ampera.com,10891.4303,10829.2992,62.1311,2023-07-24T00:00:00Z,2023-07-30T23:00:00Z,2023-07-30T23:00:00Z,seed_dataset,verified
READ-2023-W31-R-102,R-102,siti.aminah@ampera.com,10959.5599,10891.4303,68.1296,2023-07-31T00:00:00Z,2023-08-06T23:00:00Z,2023-08-06T23:00:00Z,seed_dataset,verified
READ-2023-W32-R-102,R-102,siti.aminah@ampera.com,11023.5868,10959.5599,64.0269,2023-08-07T00:00:00Z,2023-08-13T23:00:00Z,2023-08-13T23:00:00Z,seed_dataset,verified
READ-2023-W33-R-102,R-102,siti.aminah@ampera.com,11088.5306,11023.5868,64.9438,2023-08-14T00:00:00Z,2023-08-20T23:00:00Z,2023-08-20T23:00:00Z,seed_dataset,verified
READ-2023-W34-R-102,R-102,siti.aminah@ampera.com,11155.1641,11088.5306,66.6335,2023-08-21T00:00:00Z,2023-08-27T23:00:00Z,2023-08-27T23:00:00Z,seed_dataset,verified
READ-2023-W35-R-102,R-102,siti.aminah@ampera.com,11220.3373,11155.1641,65.1732,2023-08-28T00:00:00Z,2023-09-03T23:00:00Z,2023-09-03T23:00:00Z,seed_dataset,verified
READ-2023-W36-R-102,R-102,siti.aminah@ampera.com,11288.9431,11220.3373,68.6058,2023-09-04T00:00:00Z,2023-09-10T23:00:00Z,2023-09-10T23:00:00Z,seed_dataset,verified
READ-2023-W37-R-102,R-102,siti.aminah@ampera.com,11351.3758,11288.9431,62.4327,2023-09-11T00:00:00Z,2023-09-17T23:00:00Z,2023-09-17T23:00:00Z,seed_dataset,verified
READ-2023-W38-R-102,R-102,siti.aminah@ampera.com,11413.3313,11351.3758,61.9555,2023-09-18T00:00:00Z,2023-09-24T23:00:00Z,2023-09-24T23:00:00Z,seed_dataset,verified
READ-2023-W39-R-102,R-102,siti.aminah@ampera.com,11477.5186,11413.3313,64.1873,2023-09-25T00:00:00Z,2023-10-01T23:00:00Z,2023-10-01T23:00:00Z,seed_dataset,verified
READ-2023-W40-R-102,R-102,siti.aminah@ampera.com,11527.4691,11477.5186,49.9505,2023-10-02T00:00:00Z,2023-10-08T23:00:00Z,2023-10-08T23:00:00Z,seed_dataset,verified
READ-2023-W41-R-102,R-102,siti.aminah@ampera.com,11577.6900,11527.4691,50.2209,2023-10-09T00:00:00Z,2023-10-15T23:00:00Z,2023-10-15T23:00:00Z,seed_dataset,verified
READ-2023-W42-R-102,R-102,siti.aminah@ampera.com,11630.8775,11577.6900,53.1875,2023-10-16T00:00:00Z,2023-10-22T23:00:00Z,2023-10-22T23:00:00Z,seed_dataset,verified
READ-2023-W43-R-102,R-102,siti.aminah@ampera.com,11682.8275,11630.8775,51.9500,2023-10-23T00:00:00Z,2023-10-29T23:00:00Z,2023-10-29T23:00:00Z,seed_dataset,verified
READ-2023-W44-R-102,R-102,siti.aminah@ampera.com,11731.2684,11682.8275,48.4409,2023-10-30T00:00:00Z,2023-11-05T23:00:00Z,2023-11-05T23:00:00Z,seed_dataset,verified
READ-2023-W45-R-102,R-102,siti.aminah@ampera.com,11784.3867,11731.2684,53.1183,2023-11-06T00:00:00Z,2023-11-12T23:00:00Z,2023-11-12T23:00:00Z,seed_dataset,verified
READ-2023-W46-R-102,R-102,siti.aminah@ampera.com,11836.1428,11784.3867,51.7561,2023-11-13T00:00:00Z,2023-11-19T23:00:00Z,2023-11-19T23:00:00Z,seed_dataset,verified
READ-2023-W47-R-102,R-102,siti.aminah@ampera.com,11887.7484,11836.1428,51.6056,2023-11-20T00:00:00Z,2023-11-26T23:00:00Z,2023-11-26T23:00:00Z,seed_dataset,verified
READ-2023-W48-R-102,R-102,siti.aminah@ampera.com,11943.5454,11887.7484,55.7970,2023-11-27T00:00:00Z,2023-12-03T23:00:00Z,2023-12-03T23:00:00Z,seed_dataset,verified
READ-2023-W49-R-102,R-102,siti.aminah@ampera.com,12006.6742,11943.5454,63.1288,2023-12-04T00:00:00Z,2023-12-10T23:00:00Z,2023-12-10T23:00:00Z,seed_dataset,verified
READ-2023-W50-R-102,R-102,siti.aminah@ampera.com,12073.9271,12006.6742,67.2529,2023-12-11T00:00:00Z,2023-12-17T23:00:00Z,2023-12-17T23:00:00Z,seed_dataset,verified
READ-2023-W51-R-102,R-102,siti.aminah@ampera.com,12136.3481,12073.9271,62.4210,2023-12-18T00:00:00Z,2023-12-24T23:00:00Z,2023-12-24T23:00:00Z,seed_dataset,verified
READ-2023-W52-R-102,R-102,siti.aminah@ampera.com,12198.6591,12136.3481,62.3110,2023-12-25T00:00:00Z,2023-12-31T23:00:00Z,2023-12-31T23:00:00Z,seed_dataset,verified
READ-2024-W01-R-102,R-102,siti.aminah@ampera.com,12263.4293,12198.6591,64.7702,2024-01-01T00:00:00Z,2024-01-07T23:00:00Z,2024-01-07T23:00:00Z,seed_dataset,verified
READ-2024-W02-R-102,R-102,siti.aminah@ampera.com,12325.8175,12263.4293,62.3882,2024-01-08T00:00:00Z,2024-01-14T23:00:00Z,2024-01-14T23:00:00Z,seed_dataset,verified
READ-2024-W03-R-102,R-102,siti.aminah@ampera.com,12387.2642,12325.8175,61.4467,2024-01-15T00:00:00Z,2024-01-21T23:00:00Z,2024-01-21T23:00:00Z,seed_dataset,verified
READ-2024-W04-R-102,R-102,siti.aminah@ampera.com,12446.0164,12387.2642,58.7522,2024-01-22T00:00:00Z,2024-01-28T23:00:00Z,2024-01-28T23:00:00Z,seed_dataset,verified
READ-2024-W05-R-102,R-102,siti.aminah@ampera.com,12505.8589,12446.0164,59.8425,2024-01-29T00:00:00Z,2024-02-04T23:00:00Z,2024-02-04T23:00:00Z,seed_dataset,verified
READ-2024-W06-R-102,R-102,siti.aminah@ampera.com,12565.6446,12505.8589,59.7857,2024-02-05T00:00:00Z,2024-02-11T23:00:00Z,2024-02-11T23:00:00Z,seed_dataset,verified
READ-2024-W07-R-102,R-102,siti.aminah@ampera.com,12626.9827,12565.6446,61.3381,2024-02-12T00:00:00Z,2024-02-18T23:00:00Z,2024-02-18T23:00:00Z,seed_dataset,verified
READ-2024-W08-R-102,R-102,siti.aminah@ampera.com,12689.6888,12626.9827,62.7061,2024-02-19T00:00:00Z,2024-02-25T23:00:00Z,2024-02-25T23:00:00Z,seed_dataset,verified
READ-2024-W09-R-102,R-102,siti.aminah@ampera.com,12749.4942,12689.6888,59.8054,2024-02-26T00:00:00Z,2024-03-03T23:00:00Z,2024-03-03T23:00:00Z,seed_dataset,verified
READ-2024-W10-R-102,R-102,siti.aminah@ampera.com,12800.2044,12749.4942,50.7102,2024-03-04T00:00:00Z,2024-03-10T23:00:00Z,2024-03-10T23:00:00Z,seed_dataset,verified
READ-2024-W11-R-102,R-102,siti.aminah@ampera.com,12850.5803,12800.2044,50.3759,2024-03-11T00:00:00Z,2024-03-17T23:00:00Z,2024-03-17T23:00:00Z,seed_dataset,verified
READ-2024-W12-R-102,R-102,siti.aminah@ampera.com,12901.4116,12850.5803,50.8313,2024-03-18T00:00:00Z,2024-03-24T23:00:00Z,2024-03-24T23:00:00Z,seed_dataset,verified
READ-2024-W13-R-102,R-102,siti.aminah@ampera.com,12953.1368,12901.4116,51.7252,2024-03-25T00:00:00Z,2024-03-31T23:00:00Z,2024-03-31T23:00:00Z,seed_dataset,verified
READ-2024-W14-R-102,R-102,siti.aminah@ampera.com,13002.7923,12953.1368,49.6555,2024-04-01T00:00:00Z,2024-04-07T23:00:00Z,2024-04-07T23:00:00Z,seed_dataset,verified
READ-2024-W15-R-102,R-102,siti.aminah@ampera.com,13053.3508,13002.7923,50.5585,2024-04-08T00:00:00Z,2024-04-14T23:00:00Z,2024-04-14T23:00:00Z,seed_dataset,verified
READ-2024-W16-R-102,R-102,siti.aminah@ampera.com,13104.0974,13053.3508,50.7466,2024-04-15T00:00:00Z,2024-04-21T23:00:00Z,2024-04-21T23:00:00Z,seed_dataset,verified
READ-2024-W17-R-102,R-102,siti.aminah@ampera.com,13157.2509,13104.0974,53.1535,2024-04-22T00:00:00Z,2024-04-28T23:00:00Z,2024-04-28T23:00:00Z,seed_dataset,verified
READ-2024-W18-R-102,R-102,siti.aminah@ampera.com,13206.6916,13157.2509,49.4407,2024-04-29T00:00:00Z,2024-05-05T23:00:00Z,2024-05-05T23:00:00Z,seed_dataset,verified
READ-2024-W19-R-102,R-102,siti.aminah@ampera.com,13255.0394,13206.6916,48.3478,2024-05-06T00:00:00Z,2024-05-12T23:00:00Z,2024-05-12T23:00:00Z,seed_dataset,verified
READ-2024-W20-R-102,R-102,siti.aminah@ampera.com,13306.6710,13255.0394,51.6316,2024-05-13T00:00:00Z,2024-05-19T23:00:00Z,2024-05-19T23:00:00Z,seed_dataset,verified
READ-2024-W21-R-102,R-102,siti.aminah@ampera.com,13357.4803,13306.6710,50.8093,2024-05-20T00:00:00Z,2024-05-26T23:00:00Z,2024-05-26T23:00:00Z,seed_dataset,verified
READ-2024-W22-R-102,R-102,siti.aminah@ampera.com,13413.4634,13357.4803,55.9831,2024-05-27T00:00:00Z,2024-06-02T23:00:00Z,2024-06-02T23:00:00Z,seed_dataset,verified
READ-2024-W23-R-102,R-102,siti.aminah@ampera.com,13477.1648,13413.4634,63.7014,2024-06-03T00:00:00Z,2024-06-09T23:00:00Z,2024-06-09T23:00:00Z,seed_dataset,verified
READ-2024-W24-R-102,R-102,siti.aminah@ampera.com,13541.7889,13477.1648,64.6241,2024-06-10T00:00:00Z,2024-06-16T23:00:00Z,2024-06-16T23:00:00Z,seed_dataset,verified
READ-2024-W25-R-102,R-102,siti.aminah@ampera.com,13609.2247,13541.7889,67.4358,2024-06-17T00:00:00Z,2024-06-23T23:00:00Z,2024-06-23T23:00:00Z,seed_dataset,verified
READ-2024-W26-R-102,R-102,siti.aminah@ampera.com,13674.4120,13609.2247,65.1873,2024-06-24T00:00:00Z,2024-06-30T23:00:00Z,2024-06-30T23:00:00Z,seed_dataset,verified
READ-2024-W27-R-102,R-102,siti.aminah@ampera.com,13739.5927,13674.4120,65.1807,2024-07-01T00:00:00Z,2024-07-07T23:00:00Z,2024-07-07T23:00:00Z,seed_dataset,verified
READ-2024-W28-R-102,R-102,siti.aminah@ampera.com,13803.7681,13739.5927,64.1754,2024-07-08T00:00:00Z,2024-07-14T23:00:00Z,2024-07-14T23:00:00Z,seed_dataset,verified
READ-2024-W29-R-102,R-102,siti.aminah@ampera.com,13866.9001,13803.7681,63.1320,2024-07-15T00:00:00Z,2024-07-21T23:00:00Z,2024-07-21T23:00:00Z,seed_dataset,verified
READ-2024-W30-R-102,R-102,siti.aminah@ampera.com,13929.6232,13866.9001,62.7231,2024-07-22T00:00:00Z,2024-07-28T23:00:00Z,2024-07-28T23:00:00Z,seed_dataset,verified
READ-2024-W31-R-102,R-102,siti.aminah@ampera.com,13992.5266,13929.6232,62.9034,2024-07-29T00:00:00Z,2024-08-04T23:00:00Z,2024-08-04T23:00:00Z,seed_dataset,verified
READ-2024-W32-R-102,R-102,siti.aminah@ampera.com,14055.8578,13992.5266,63.3312,2024-08-05T00:00:00Z,2024-08-11T23:00:00Z,2024-08-11T23:00:00Z,seed_dataset,verified
READ-2024-W33-R-102,R-102,siti.aminah@ampera.com,14120.9873,14055.8578,65.1295,2024-08-12T00:00:00Z,2024-08-18T23:00:00Z,2024-08-18T23:00:00Z,seed_dataset,verified
READ-2024-W34-R-102,R-102,siti.aminah@ampera.com,14188.2175,14120.9873,67.2302,2024-08-19T00:00:00Z,2024-08-25T23:00:00Z,2024-08-25T23:00:00Z,seed_dataset,verified
READ-2024-W35-R-102,R-102,siti.aminah@ampera.com,14252.6281,14188.2175,64.4106,2024-08-26T00:00:00Z,2024-09-01T23:00:00Z,2024-09-01T23:00:00Z,seed_dataset,verified
READ-2024-W36-R-102,R-102,siti.aminah@ampera.com,14319.1246,14252.6281,66.4965,2024-09-02T00:00:00Z,2024-09-08T23:00:00Z,2024-09-08T23:00:00Z,seed_dataset,verified
READ-2024-W37-R-102,R-102,siti.aminah@ampera.com,14381.6901,14319.1246,62.5655,2024-09-09T00:00:00Z,2024-09-15T23:00:00Z,2024-09-15T23:00:00Z,seed_dataset,verified
READ-2024-W38-R-102,R-102,siti.aminah@ampera.com,14444.2833,14381.6901,62.5932,2024-09-16T00:00:00Z,2024-09-22T23:00:00Z,2024-09-22T23:00:00Z,seed_dataset,verified
READ-2024-W39-R-102,R-102,siti.aminah@ampera.com,14508.7146,14444.2833,64.4313,2024-09-23T00:00:00Z,2024-09-29T23:00:00Z,2024-09-29T23:00:00Z,seed_dataset,verified
READ-2024-W40-R-102,R-102,siti.aminah@ampera.com,14562.1843,14508.7146,53.4697,2024-09-30T00:00:00Z,2024-10-06T23:00:00Z,2024-10-06T23:00:00Z,seed_dataset,verified
READ-2024-W41-R-102,R-102,siti.aminah@ampera.com,14613.7827,14562.1843,51.5984,2024-10-07T00:00:00Z,2024-10-13T23:00:00Z,2024-10-13T23:00:00Z,seed_dataset,verified
READ-2024-W42-R-102,R-102,siti.aminah@ampera.com,14664.0697,14613.7827,50.2870,2024-10-14T00:00:00Z,2024-10-20T23:00:00Z,2024-10-20T23:00:00Z,seed_dataset,verified
READ-2024-W43-R-102,R-102,siti.aminah@ampera.com,14713.7960,14664.0697,49.7263,2024-10-21T00:00:00Z,2024-10-27T23:00:00Z,2024-10-27T23:00:00Z,seed_dataset,verified
READ-2024-W44-R-102,R-102,siti.aminah@ampera.com,14764.7990,14713.7960,51.0030,2024-10-28T00:00:00Z,2024-11-03T23:00:00Z,2024-11-03T23:00:00Z,seed_dataset,verified
READ-2024-W45-R-102,R-102,siti.aminah@ampera.com,14814.3353,14764.7990,49.5363,2024-11-04T00:00:00Z,2024-11-10T23:00:00Z,2024-11-10T23:00:00Z,seed_dataset,verified
READ-2024-W46-R-102,R-102,siti.aminah@ampera.com,14864.8671,14814.3353,50.5318,2024-11-11T00:00:00Z,2024-11-17T23:00:00Z,2024-11-17T23:00:00Z,seed_dataset,verified
READ-2024-W47-R-102,R-102,siti.aminah@ampera.com,14919.6309,14864.8671,54.7638,2024-11-18T00:00:00Z,2024-11-24T23:00:00Z,2024-11-24T23:00:00Z,seed_dataset,verified
READ-2024-W48-R-102,R-102,siti.aminah@ampera.com,14973.1796,14919.6309,53.5487,2024-11-25T00:00:00Z,2024-12-01T23:00:00Z,2024-12-01T23:00:00Z,seed_dataset,verified
READ-2024-W49-R-102,R-102,siti.aminah@ampera.com,15035.6646,14973.1796,62.4850,2024-12-02T00:00:00Z,2024-12-08T23:00:00Z,2024-12-08T23:00:00Z,seed_dataset,verified
READ-2024-W50-R-102,R-102,siti.aminah@ampera.com,15095.5009,15035.6646,59.8363,2024-12-09T00:00:00Z,2024-12-15T23:00:00Z,2024-12-15T23:00:00Z,seed_dataset,verified
READ-2024-W51-R-102,R-102,siti.aminah@ampera.com,15156.0025,15095.5009,60.5016,2024-12-16T00:00:00Z,2024-12-22T23:00:00Z,2024-12-22T23:00:00Z,seed_dataset,verified
READ-2024-W52-R-102,R-102,siti.aminah@ampera.com,15216.4653,15156.0025,60.4628,2024-12-23T00:00:00Z,2024-12-29T23:00:00Z,2024-12-29T23:00:00Z,seed_dataset,verified
READ-2025-W01-R-102,R-102,siti.aminah@ampera.com,15279.9712,15216.4653,63.5059,2024-12-30T00:00:00Z,2025-01-05T23:00:00Z,2025-01-05T23:00:00Z,seed_dataset,verified
READ-2025-W02-R-102,R-102,siti.aminah@ampera.com,15341.4247,15279.9712,61.4535,2025-01-06T00:00:00Z,2025-01-12T23:00:00Z,2025-01-12T23:00:00Z,seed_dataset,verified
READ-2025-W03-R-102,R-102,siti.aminah@ampera.com,15402.3168,15341.4247,60.8921,2025-01-13T00:00:00Z,2025-01-19T23:00:00Z,2025-01-19T23:00:00Z,seed_dataset,verified
READ-2025-W04-R-102,R-102,siti.aminah@ampera.com,15464.0764,15402.3168,61.7596,2025-01-20T00:00:00Z,2025-01-26T23:00:00Z,2025-01-26T23:00:00Z,seed_dataset,verified
READ-2025-W05-R-102,R-102,siti.aminah@ampera.com,15524.4041,15464.0764,60.3277,2025-01-27T00:00:00Z,2025-02-02T23:00:00Z,2025-02-02T23:00:00Z,seed_dataset,verified
READ-2025-W06-R-102,R-102,siti.aminah@ampera.com,15586.8721,15524.4041,62.4680,2025-02-03T00:00:00Z,2025-02-09T23:00:00Z,2025-02-09T23:00:00Z,seed_dataset,verified
READ-2025-W07-R-102,R-102,siti.aminah@ampera.com,15648.1926,15586.8721,61.3205,2025-02-10T00:00:00Z,2025-02-16T23:00:00Z,2025-02-16T23:00:00Z,seed_dataset,verified
READ-2025-W08-R-102,R-102,siti.aminah@ampera.com,15709.2375,15648.1926,61.0449,2025-02-17T00:00:00Z,2025-02-23T23:00:00Z,2025-02-23T23:00:00Z,seed_dataset,verified
READ-2025-W09-R-102,R-102,siti.aminah@ampera.com,15771.3954,15709.2375,62.1579,2025-02-24T00:00:00Z,2025-03-02T23:00:00Z,2025-03-02T23:00:00Z,seed_dataset,verified
READ-2025-W10-R-102,R-102,siti.aminah@ampera.com,15820.8862,15771.3954,49.4908,2025-03-03T00:00:00Z,2025-03-09T23:00:00Z,2025-03-09T23:00:00Z,seed_dataset,verified
READ-2025-W11-R-102,R-102,siti.aminah@ampera.com,15873.4392,15820.8862,52.5530,2025-03-10T00:00:00Z,2025-03-16T23:00:00Z,2025-03-16T23:00:00Z,seed_dataset,verified
READ-2025-W12-R-102,R-102,siti.aminah@ampera.com,15924.2767,15873.4392,50.8375,2025-03-17T00:00:00Z,2025-03-23T23:00:00Z,2025-03-23T23:00:00Z,seed_dataset,verified
READ-2025-W13-R-102,R-102,siti.aminah@ampera.com,15974.7782,15924.2767,50.5015,2025-03-24T00:00:00Z,2025-03-30T23:00:00Z,2025-03-30T23:00:00Z,seed_dataset,verified
READ-2025-W14-R-102,R-102,siti.aminah@ampera.com,16025.2674,15974.7782,50.4892,2025-03-31T00:00:00Z,2025-04-06T23:00:00Z,2025-04-06T23:00:00Z,seed_dataset,verified
READ-2025-W15-R-102,R-102,siti.aminah@ampera.com,16075.0258,16025.2674,49.7584,2025-04-07T00:00:00Z,2025-04-13T23:00:00Z,2025-04-13T23:00:00Z,seed_dataset,verified
READ-2025-W16-R-102,R-102,siti.aminah@ampera.com,16124.9140,16075.0258,49.8882,2025-04-14T00:00:00Z,2025-04-20T23:00:00Z,2025-04-20T23:00:00Z,seed_dataset,verified
READ-2025-W17-R-102,R-102,siti.aminah@ampera.com,16175.4033,16124.9140,50.4893,2025-04-21T00:00:00Z,2025-04-27T23:00:00Z,2025-04-27T23:00:00Z,seed_dataset,verified
READ-2025-W18-R-102,R-102,siti.aminah@ampera.com,16227.6996,16175.4033,52.2963,2025-04-28T00:00:00Z,2025-05-04T23:00:00Z,2025-05-04T23:00:00Z,seed_dataset,verified
READ-2025-W19-R-102,R-102,siti.aminah@ampera.com,16279.0175,16227.6996,51.3179,2025-05-05T00:00:00Z,2025-05-11T23:00:00Z,2025-05-11T23:00:00Z,seed_dataset,verified
READ-2025-W20-R-102,R-102,siti.aminah@ampera.com,16329.2998,16279.0175,50.2823,2025-05-12T00:00:00Z,2025-05-18T23:00:00Z,2025-05-18T23:00:00Z,seed_dataset,verified
READ-2025-W21-R-102,R-102,siti.aminah@ampera.com,16380.3718,16329.2998,51.0720,2025-05-19T00:00:00Z,2025-05-25T23:00:00Z,2025-05-25T23:00:00Z,seed_dataset,verified
READ-2025-W22-R-102,R-102,siti.aminah@ampera.com,16434.4134,16380.3718,54.0416,2025-05-26T00:00:00Z,2025-06-01T23:00:00Z,2025-06-01T23:00:00Z,seed_dataset,verified
READ-2025-W23-R-102,R-102,siti.aminah@ampera.com,16495.9344,16434.4134,61.5210,2025-06-02T00:00:00Z,2025-06-08T23:00:00Z,2025-06-08T23:00:00Z,seed_dataset,verified
READ-2025-W24-R-102,R-102,siti.aminah@ampera.com,16559.5757,16495.9344,63.6413,2025-06-09T00:00:00Z,2025-06-15T23:00:00Z,2025-06-15T23:00:00Z,seed_dataset,verified
READ-2025-W25-R-102,R-102,siti.aminah@ampera.com,16625.1132,16559.5757,65.5375,2025-06-16T00:00:00Z,2025-06-22T23:00:00Z,2025-06-22T23:00:00Z,seed_dataset,verified
READ-2025-W26-R-102,R-102,siti.aminah@ampera.com,16688.5253,16625.1132,63.4121,2025-06-23T00:00:00Z,2025-06-29T23:00:00Z,2025-06-29T23:00:00Z,seed_dataset,verified
READ-2025-W27-R-102,R-102,siti.aminah@ampera.com,16751.1835,16688.5253,62.6582,2025-06-30T00:00:00Z,2025-07-06T23:00:00Z,2025-07-06T23:00:00Z,seed_dataset,verified
