reading_id,room_id,submitted_by,reading_value_kwh,previous_reading_value_kwh,usage_delta_kwh,reading_period_start,reading_period_end,submitted_at,source,verification_status
READ-2016-W04-R-102,R-102,siti.aminah@ampera.local,1706.9930,1651.6830,55.3100,2016-01-25T00:00:00Z,2016-01-31T23:00:00Z,2016-01-31T23:00:00Z,seed_dataset,verified
READ-2016-W05-R-102,R-102,siti.aminah@ampera.local,1762.3030,1706.9930,55.3100,2016-02-01T00:00:00Z,2016-02-07T23:00:00Z,2016-02-07T23:00:00Z,seed_dataset,verified
READ-2016-W06-R-102,R-102,siti.aminah@ampera.local,1817.6130,1762.3030,55.3100,2016-02-08T00:00:00Z,2016-02-14T23:00:00Z,2016-02-14T23:00:00Z,seed_dataset,verified
READ-2016-W07-R-102,R-102,siti.aminah@ampera.local,1872.6330,1817.6130,55.0200,2016-02-15T00:00:00Z,2016-02-21T23:00:00Z,2016-02-21T23:00:00Z,seed_dataset,verified
READ-2016-W08-R-102,R-102,siti.aminah@ampera.local,1925.9530,1872.6330,53.3200,2016-02-22T00:00:00Z,2016-02-28T23:00:00Z,2016-02-28T23:00:00Z,seed_dataset,verified
READ-2016-W09-R-102,R-102,siti.aminah@ampera.local,1972.1480,1925.9530,46.1950,2016-02-29T00:00:00Z,2016-03-06T23:00:00Z,2016-03-06T23:00:00Z,seed_dataset,verified
READ-2016-W10-R-102,R-102,siti.aminah@ampera.local,2022.0280,1972.1480,49.8800,2016-03-07T00:00:00Z,2016-03-13T23:00:00Z,2016-03-13T23:00:00Z,seed_dataset,verified
READ-2016-W11-R-102,R-102,siti.aminah@ampera.local,2072.4010,2022.0280,50.3730,2016-03-14T00:00:00Z,2016-03-20T23:00:00Z,2016-03-20T23:00:00Z,seed_dataset,verified
READ-2016-W12-R-102,R-102,siti.aminah@ampera.local,2127.4010,2072.4010,55.0000,2016-03-21T00:00:00Z,2016-03-27T23:00:00Z,2016-03-27T23:00:00Z,seed_dataset,verified
READ-2016-W13-R-102,R-102,siti.aminah@ampera.local,2173.8680,2127.4010,46.4670,2016-03-28T00:00:00Z,2016-04-03T23:00:00Z,2016-04-03T23:00:00Z,seed_dataset,verified
READ-2016-W14-R-102,R-102,siti.aminah@ampera.local,2218.7380,2173.8680,44.8700,2016-04-04T00:00:00Z,2016-04-10T23:00:00Z,2016-04-10T23:00:00Z,seed_dataset,verified
READ-2016-W15-R-102,R-102,siti.aminah@ampera.local,2257.0480,2218.7380,38.3100,2016-04-11T00:00:00Z,2016-04-17T23:00:00Z,2016-04-17T23:00:00Z,seed_dataset,verified
READ-2016-W16-R-102,R-102,siti.aminah@ampera.local,2303.2880,2257.0480,46.2400,2016-04-18T00:00:00Z,2016-04-24T23:00:00Z,2016-04-24T23:00:00Z,seed_dataset,verified
READ-2016-W17-R-102,R-102,siti.aminah@ampera.local,2348.8230,2303.2880,45.5350,2016-04-25T00:00:00Z,2016-05-01T23:00:00Z,2016-05-01T23:00:00Z,seed_dataset,verified
READ-2016-W18-R-102,R-102,siti.aminah@ampera.local,2396.3780,2348.8230,47.5550,2016-05-02T00:00:00Z,2016-05-08T23:00:00Z,2016-05-08T23:00:00Z,seed_dataset,verified
READ-2016-W19-R-102,R-102,siti.aminah@ampera.local,2439.7980,2396.3780,43.4200,2016-05-09T00:00:00Z,2016-05-15T23:00:00Z,2016-05-15T23:00:00Z,seed_dataset,verified
READ-2016-W20-R-102,R-102,siti.aminah@ampera.local,2495.4430,2439.7980,55.6450,2016-05-16T00:00:00Z,2016-05-22T23:00:00Z,2016-05-22T23:00:00Z,seed_dataset,verified
READ-2016-W21-R-102,R-102,siti.aminah@ampera.local,2550.8480,2495.4430,55.4050,2016-05-23T00:00:00Z,2016-05-29T23:00:00Z,2016-05-29T23:00:00Z,seed_dataset,verified
READ-2016-W22-R-102,R-102,siti.aminah@ampera.local,2598.4780,2550.8480,47.6300,2016-05-30T00:00:00Z,2016-06-05T23:00:00Z,2016-06-05T23:00:00Z,seed_dataset,verified
READ-2016-W23-R-102,R-102,siti.aminah@ampera.local,2643.6530,2598.4780,45.1750,2016-06-06T00:00:00Z,2016-06-12T23:00:00Z,2016-06-12T23:00:00Z,seed_dataset,verified
READ-2016-W24-R-102,R-102,siti.aminah@ampera.local,2690.6930,2643.6530,47.0400,2016-06-13T00:00:00Z,2016-06-19T23:00:00Z,2016-06-19T23:00:00Z,seed_dataset,verified
READ-2016-W25-R-102,R-102,siti.aminah@ampera.local,2730.1830,2690.6930,39.4900,2016-06-20T00:00:00Z,2016-06-26T23:00:00Z,2016-06-26T23:00:00Z,seed_dataset,verified
READ-2016-W26-R-102,R-102,siti.aminah@ampera.local,2778.1830,2730.1830,48.0000,2016-06-27T00:00:00Z,2016-07-03T23:00:00Z,2016-07-03T23:00:00Z,seed_dataset,verified
READ-2016-W27-R-102,R-102,siti.aminah@ampera.local,2821.2780,2778.1830,43.0950,2016-07-04T00:00:00Z,2016-07-10T23:00:00Z,2016-07-10T23:00:00Z,seed_dataset,verified
READ-2016-W28-R-102,R-102,siti.aminah@ampera.local,2860.7780,2821.2780,39.5000,2016-07-11T00:00:00Z,2016-07-17T23:00:00Z,2016-07-17T23:00:00Z,seed_dataset,verified
READ-2016-W29-R-102,R-102,siti.aminah@ampera.local,2904.3680,2860.7780,43.5900,2016-07-18T00:00:00Z,2016-07-24T23:00:00Z,2016-07-24T23:00:00Z,seed_dataset,verified
READ-2016-W30-R-102,R-102,siti.aminah@ampera.local,2942.1680,2904.3680,37.8000,2016-07-25T00:00:00Z,2016-07-31T23:00:00Z,2016-07-31T23:00:00Z,seed_dataset,verified
READ-2016-W31-R-102,R-102,siti.aminah@ampera.local,2984.8080,2942.1680,42.6400,2016-08-01T00:00:00Z,2016-08-07T23:00:00Z,2016-08-07T23:00:00Z,seed_dataset,verified
READ-2016-W32-R-102,R-102,siti.aminah@ampera.local,3014.1480,2984.8080,29.3400,2016-08-08T00:00:00Z,2016-08-14T23:00:00Z,2016-08-14T23:00:00Z,seed_dataset,verified
READ-2016-W33-R-102,R-102,siti.aminah@ampera.local,3058.5330,3014.1480,44.3850,2016-08-15T00:00:00Z,2016-08-21T23:00:00Z,2016-08-21T23:00:00Z,seed_dataset,verified
READ-2016-W34-R-102,R-102,siti.aminah@ampera.local,3086.3980,3058.5330,27.8650,2016-08-22T00:00:00Z,2016-08-28T23:00:00Z,2016-08-28T23:00:00Z,seed_dataset,verified
READ-2016-W35-R-102,R-102,siti.aminah@ampera.local,3134.8080,3086.3980,48.4100,2016-08-29T00:00:00Z,2016-09-04T23:00:00Z,2016-09-04T23:00:00Z,seed_dataset,verified
READ-2016-W36-R-102,R-102,siti.aminah@ampera.local,3185.8380,3134.8080,51.0300,2016-09-05T00:00:00Z,2016-09-11T23:00:00Z,2016-09-11T23:00:00Z,seed_dataset,verified
READ-2016-W37-R-102,R-102,siti.aminah@ampera.local,3234.8880,3185.8380,49.0500,2016-09-12T00:00:00Z,2016-09-18T23:00:00Z,2016-09-18T23:00:00Z,seed_dataset,verified
READ-2016-W38-R-102,R-102,siti.aminah@ampera.local,3288.6780,3234.8880,53.7900,2016-09-19T00:00:00Z,2016-09-25T23:00:00Z,2016-09-25T23:00:00Z,seed_dataset,verified
READ-2016-W39-R-102,R-102,siti.aminah@ampera.local,3329.4480,3288.6780,40.7700,2016-09-26T00:00:00Z,2016-10-02T23:00:00Z,2016-10-02T23:00:00Z,seed_dataset,verified
READ-2016-W40-R-102,R-102,siti.aminah@ampera.local,3386.1680,3329.4480,56.7200,2016-10-03T00:00:00Z,2016-10-09T23:00:00Z,2016-10-09T23:00:00Z,seed_dataset,verified
READ-2016-W41-R-102,R-102,siti.aminah@ampera.local,3441.8580,3386.1680,55.6900,2016-10-10T00:00:00Z,2016-10-16T23:00:00Z,2016-10-16T23:00:00Z,seed_dataset,verified
READ-2016-W42-R-102,R-102,siti.aminah@ampera.local,3499.3230,3441.8580,57.4650,2016-10-17T00:00:00Z,2016-10-23T23:00:00Z,2016-10-23T23:00:00Z,seed_dataset,verified
READ-2016-W43-R-102,R-102,siti.aminah@ampera.local,3575.9180,3499.3230,76.5950,2016-10-24T00:00:00Z,2016-10-30T23:00:00Z,2016-10-30T23:00:00Z,seed_dataset,verified
READ-2016-W44-R-102,R-102,siti.aminah@ampera.local,3644.8980,3575.9180,68.9800,2016-10-31T00:00:00Z,2016-11-06T23:00:00Z,2016-11-06T23:00:00Z,seed_dataset,verified
READ-2016-W45-R-102,R-102,siti.aminah@ampera.local,3715.3980,3644.8980,70.5000,2016-11-07T00:00:00Z,2016-11-13T23:00:00Z,2016-11-13T23:00:00Z,seed_dataset,verified
READ-2016-W46-R-102,R-102,siti.aminah@ampera.local,3789.4080,3715.3980,74.0100,2016-11-14T00:00:00Z,2016-11-20T23:00:00Z,2016-11-20T23:00:00Z,seed_dataset,verified
READ-2016-W47-R-102,R-102,siti.aminah@ampera.local,3854.1930,3789.4080,64.7850,2016-11-21T00:00:00Z,2016-11-27T23:00:00Z,2016-11-27T23:00:00Z,seed_dataset,verified
READ-2016-W48-R-102,R-102,siti.aminah@ampera.local,3916.6230,3854.1930,62.4300,2016-11-28T00:00:00Z,2016-12-04T23:00:00Z,2016-12-04T23:00:00Z,seed_dataset,verified
READ-2016-W49-R-102,R-102,siti.aminah@ampera.local,4009.0530,3916.6230,92.4300,2016-12-05T00:00:00Z,2016-12-11T23:00:00Z,2016-12-11T23:00:00Z,seed_dataset,verified
READ-2016-W50-R-102,R-102,siti.aminah@ampera.local,4082.4280,4009.0530,73.3750,2016-12-12T00:00:00Z,2016-12-18T23:00:00Z,2016-12-18T23:00:00Z,seed_dataset,verified
READ-2016-W51-R-102,R-102,siti.aminah@ampera.local,4154.9330,4082.4280,72.5050,2016-12-19T00:00:00Z,2016-12-25T23:00:00Z,2016-12-25T23:00:00Z,seed_dataset,verified
READ-2016-W52-R-102,R-102,siti.aminah@ampera.local,4184.2430,4154.9330,29.3100,2016-12-26T00:00:00Z,2017-01-01T23:00:00Z,2017-01-01T23:00:00Z,seed_dataset,verified
READ-2017-W01-R-102,R-102,siti.aminah@ampera.local,4232.0030,4184.2430,47.7600,2017-01-02T00:00:00Z,2017-01-08T23:00:00Z,2017-01-08T23:00:00Z,seed_dataset,verified
READ-2017-W02-R-102,R-102,siti.aminah@ampera.local,4304.8280,4232.0030,72.8250,2017-01-09T00:00:00Z,2017-01-15T23:00:00Z,2017-01-15T23:00:00Z,seed_dataset,verified
READ-2017-W03-R-102,R-102,siti.aminah@ampera.local,4386.1130,4304.8280,81.2850,2017-01-16T00:00:00Z,2017-01-22T23:00:00Z,2017-01-22T23:00:00Z,seed_dataset,verified
READ-2017-W04-R-102,R-102,siti.aminah@ampera.local,4464.2380,4386.1130,78.1250,2017-01-23T00:00:00Z,2017-01-29T23:00:00Z,2017-01-29T23:00:00Z,seed_dataset,verified
READ-2017-W05-R-102,R-102,siti.aminah@ampera.local,4495.3780,4464.2380,31.1400,2017-01-30T00:00:00Z,2017-02-01T14:00:00Z,2017-02-01T14:00:00Z,seed_dataset,verified
READ-2016-W08-R-103,R-103,rizky.pratama@ampera.local,4.0780,0.0000,4.0780,2016-02-28T17:00:00Z,2016-02-28T23:00:00Z,2016-02-28T23:00:00Z,seed_dataset,verified
READ-2016-W09-R-103,R-103,rizky.pratama@ampera.local,103.0030,4.0780,98.9250,2016-02-29T00:00:00Z,2016-03-06T23:00:00Z,2016-03-06T23:00:00Z,seed_dataset,verified
READ-2016-W10-R-103,R-103,rizky.pratama@ampera.local,173.2430,103.0030,70.2400,2016-03-07T00:00:00Z,2016-03-13T23:00:00Z,2016-03-13T23:00:00Z,seed_dataset,verified
READ-2016-W11-R-103,R-103,rizky.pratama@ampera.local,247.1580,173.2430,73.9150,2016-03-14T00:00:00Z,2016-03-20T23:00:00Z,2016-03-20T23:00:00Z,seed_dataset,verified
READ-2016-W12-R-103,R-103,rizky.pratama@ampera.local,320.6580,247.1580,73.5000,2016-03-21T00:00:00Z,2016-03-27T23:00:00Z,2016-03-27T23:00:00Z,seed_dataset,verified
READ-2016-W13-R-103,R-103,rizky.pratama@ampera.local,402.9850,320.6580,82.3270,2016-03-28T00:00:00Z,2016-04-03T23:00:00Z,2016-04-03T23:00:00Z,seed_dataset,verified
READ-2016-W14-R-103,R-103,rizky.pratama@ampera.local,476.5000,402.9850,73.5150,2016-04-04T00:00:00Z,2016-04-10T23:00:00Z,2016-04-10T23:00:00Z,seed_dataset,verified
READ-2016-W15-R-103,R-103,rizky.pratama@ampera.local,556.7750,476.5000,80.2750,2016-04-11T00:00:00Z,2016-04-17T23:00:00Z,2016-04-17T23:00:00Z,seed_dataset,verified
READ-2016-W16-R-103,R-103,rizky.pratama@ampera.local,620.8710,556.7750,64.0960,2016-04-18T00:00:00Z,2016-04-24T23:00:00Z,2016-04-24T23:00:00Z,seed_dataset,verified
READ-2016-W17-R-103,R-103,rizky.pratama@ampera.local,695.0150,620.8710,74.1440,2016-04-25T00:00:00Z,2016-05-01T23:00:00Z,2016-05-01T23:00:00Z,seed_dataset,verified
READ-2016-W18-R-103,R-103,rizky.pratama@ampera.local,741.4490,695.0150,46.4340,2016-05-02T00:00:00Z,2016-05-08T23:00:00Z,2016-05-08T23:00:00Z,seed_dataset,verified
READ-2016-W19-R-103,R-103,rizky.pratama@ampera.local,807.8500,741.4490,66.4010,2016-05-09T00:00:00Z,2016-05-15T23:00:00Z,2016-05-15T23:00:00Z,seed_dataset,verified
READ-2016-W20-R-103,R-103,rizky.pratama@ampera.local,875.9250,807.8500,68.0750,2016-05-16T00:00:00Z,2016-05-22T23:00:00Z,2016-05-22T23:00:00Z,seed_dataset,verified
READ-2016-W21-R-103,R-103,rizky.pratama@ampera.local,935.2750,875.9250,59.3500,2016-05-23T00:00:00Z,2016-05-29T23:00:00Z,2016-05-29T23:00:00Z,seed_dataset,verified
READ-2016-W22-R-103,R-103,rizky.pratama@ampera.local,991.8730,935.2750,56.5980,2016-05-30T00:00:00Z,2016-06-05T23:00:00Z,2016-06-05T23:00:00Z,seed_dataset,verified
READ-2016-W23-R-103,R-103,rizky.pratama@ampera.local,1049.8050,991.8730,57.9320,2016-06-06T00:00:00Z,2016-06-12T23:00:00Z,2016-06-12T23:00:00Z,seed_dataset,verified
READ-2016-W24-R-103,R-103,rizky.pratama@ampera.local,1108.7510,1049.8050,58.9460,2016-06-13T00:00:00Z,2016-06-19T23:00:00Z,2016-06-19T23:00:00Z,seed_dataset,verified
READ-2016-W25-R-103,R-103,rizky.pratama@ampera.local,1165.1650,1108.7510,56.4140,2016-06-20T00:00:00Z,2016-06-26T23:00:00Z,2016-06-26T23:00:00Z,seed_dataset,verified
READ-2016-W26-R-103,R-103,rizky.pratama@ampera.local,1216.8500,1165.1650,51.6850,2016-06-27T00:00:00Z,2016-07-03T23:00:00Z,2016-07-03T23:00:00Z,seed_dataset,verified
READ-2016-W27-R-103,R-103,rizky.pratama@ampera.local,1275.6260,1216.8500,58.7760,2016-07-04T00:00:00Z,2016-07-10T23:00:00Z,2016-07-10T23:00:00Z,seed_dataset,verified
READ-2016-W28-R-103,R-103,rizky.pratama@ampera.local,1333.5750,1275.6260,57.9490,2016-07-11T00:00:00Z,2016-07-17T23:00:00Z,2016-07-17T23:00:00Z,seed_dataset,verified
READ-2016-W29-R-103,R-103,rizky.pratama@ampera.local,1384.9220,1333.5750,51.3470,2016-07-18T00:00:00Z,2016-07-24T23:00:00Z,2016-07-24T23:00:00Z,seed_dataset,verified
READ-2016-W30-R-103,R-103,rizky.pratama@ampera.local,1442.4020,1384.9220,57.4800,2016-07-25T00:00:00Z,2016-07-31T23:00:00Z,2016-07-31T23:00:00Z,seed_dataset,verified
READ-2016-W31-R-103,R-103,rizky.pratama@ampera.local,1498.3000,1442.4020,55.8980,2016-08-01T00:00:00Z,2016-08-07T23:00:00Z,2016-08-07T23:00:00Z,seed_dataset,verified
READ-2016-W32-R-103,R-103,rizky.pratama@ampera.local,1538.7570,1498.3000,40.4570,2016-08-08T00:00:00Z,2016-08-14T23:00:00Z,2016-08-14T23:00:00Z,seed_dataset,verified
READ-2016-W33-R-103,R-103,rizky.pratama@ampera.local,1588.3080,1538.7570,49.5510,2016-08-15T00:00:00Z,2016-08-21T23:00:00Z,2016-08-21T23:00:00Z,seed_dataset,verified
READ-2016-W34-R-103,R-103,rizky.pratama@ampera.local,1627.8810,1588.3080,39.5730,2016-08-22T00:00:00Z,2016-08-28T23:00:00Z,2016-08-28T23:00:00Z,seed_dataset,verified
READ-2016-W35-R-103,R-103,rizky.pratama@ampera.local,1682.5270,1627.8810,54.6460,2016-08-29T00:00:00Z,2016-09-04T23:00:00Z,2016-09-04T23:00:00Z,seed_dataset,verified
READ-2016-W36-R-103,R-103,rizky.pratama@ampera.local,1729.4270,1682.5270,46.9000,2016-09-05T00:00:00Z,2016-09-11T23:00:00Z,2016-09-11T23:00:00Z,seed_dataset,verified
READ-2016-W37-R-103,R-103,rizky.pratama@ampera.local,1787.8110,1729.4270,58.3840,2016-09-12T00:00:00Z,2016-09-18T23:00:00Z,2016-09-18T23:00:00Z,seed_dataset,verified
READ-2016-W38-R-103,R-103,rizky.pratama@ampera.local,1852.4240,1787.8110,64.6130,2016-09-19T00:00:00Z,2016-09-25T23:00:00Z,2016-09-25T23:00:00Z,seed_dataset,verified
READ-2016-W39-R-103,R-103,rizky.pratama@ampera.local,1933.8470,1852.4240,81.4230,2016-09-26T00:00:00Z,2016-10-02T23:00:00Z,2016-10-02T23:00:00Z,seed_dataset,verified
READ-2016-W40-R-103,R-103,rizky.pratama@ampera.local,2025.0090,1933.8470,91.1620,2016-10-03T00:00:00Z,2016-10-09T23:00:00Z,2016-10-09T23:00:00Z,seed_dataset,verified
READ-2016-W41-R-103,R-103,rizky.pratama@ampera.local,2112.4370,2025.0090,87.4280,2016-10-10T00:00:00Z,2016-10-16T23:00:00Z,2016-10-16T23:00:00Z,seed_dataset,verified
READ-2016-W42-R-103,R-103,rizky.pratama@ampera.local,2211.7090,2112.4370,99.2720,2016-10-17T00:00:00Z,2016-10-23T23:00:00Z,2016-10-23T23:00:00Z,seed_dataset,verified
READ-2016-W43-R-103,R-103,rizky.pratama@ampera.local,2298.8880,2211.7090,87.1790,2016-10-24T00:00:00Z,2016-10-30T23:00:00Z,2016-10-30T23:00:00Z,seed_dataset,verified
READ-2016-W44-R-103,R-103,rizky.pratama@ampera.local,2378.0590,2298.8880,79.1710,2016-10-31T00:00:00Z,2016-11-06T23:00:00Z,2016-11-06T23:00:00Z,seed_dataset,verified
READ-2016-W45-R-103,R-103,rizky.pratama@ampera.local,2462.7230,2378.0590,84.6640,2016-11-07T00:00:00Z,2016-11-13T23:00:00Z,2016-11-13T23:00:00Z,seed_dataset,verified
READ-2016-W46-R-103,R-103,rizky.pratama@ampera.local,2537.0990,2462.7230,74.3760,2016-11-14T00:00:00Z,2016-11-20T23:00:00Z,2016-11-20T23:00:00Z,seed_dataset,verified
READ-2016-W47-R-103,R-103,rizky.pratama@ampera.local,2623.9790,2537.0990,86.8800,2016-11-21T00:00:00Z,2016-11-27T23:00:00Z,2016-11-27T23:00:00Z,seed_dataset,verified
READ-2016-W48-R-103,R-103,rizky.pratama@ampera.local,2718.2600,2623.9790,94.2810,2016-11-28T00:00:00Z,2016-12-04T23:00:00Z,2016-12-04T23:00:00Z,seed_dataset,verified
READ-2016-W49-R-103,R-103,rizky.pratama@ampera.local,2810.7660,2718.2600,92.5060,2016-12-05T00:00:00Z,2016-12-11T23:00:00Z,2016-12-11T23:00:00Z,seed_dataset,verified
READ-2016-W50-R-103,R-103,rizky.pratama@ampera.local,2911.0160,2810.7660,100.2500,2016-12-12T00:00:00Z,2016-12-18T23:00:00Z,2016-12-18T23:00:00Z,seed_dataset,verified
READ-2016-W51-R-103,R-103,rizky.pratama@ampera.local,3009.9360,2911.0160,98.9200,2016-12-19T00:00:00Z,2016-12-25T23:00:00Z,2016-12-25T23:00:00Z,seed_dataset,verified
READ-2016-W52-R-103,R-103,rizky.pratama@ampera.local,3092.8660,3009.9360,82.9300,2016-12-26T00:00:00Z,2017-01-01T23:00:00Z,2017-01-01T23:00:00Z,seed_dataset,verified
READ-2017-W01-R-103,R-103,rizky.pratama@ampera.local,3238.7520,3092.8660,145.8860,2017-01-02T00:00:00Z,2017-01-08T23:00:00Z,2017-01-08T23:00:00Z,seed_dataset,verified
READ-2017-W02-R-103,R-103,rizky.pratama@ampera.local,3345.3610,3238.7520,106.6090,2017-01-09T00:00:00Z,2017-01-15T23:00:00Z,2017-01-15T23:00:00Z,seed_dataset,verified
READ-2017-W03-R-103,R-103,rizky.pratama@ampera.local,3451.9650,3345.3610,106.6040,2017-01-16T00:00:00Z,2017-01-22T23:00:00Z,2017-01-22T23:00:00Z,seed_dataset,verified
READ-2017-W04-R-103,R-103,rizky.pratama@ampera.local,3549.0310,3451.9650,97.0660,2017-01-23T00:00:00Z,2017-01-29T23:00:00Z,2017-01-29T23:00:00Z,seed_dataset,verified
READ-2017-W05-R-103,R-103,rizky.pratama@ampera.local,3641.0610,3549.0310,92.0300,2017-01-30T00:00:00Z,2017-02-05T23:00:00Z,2017-02-05T23:00:00Z,seed_dataset,verified
READ-2017-W06-R-103,R-103,rizky.pratama@ampera.local,3724.3220,3641.0610,83.2610,2017-02-06T00:00:00Z,2017-02-12T23:00:00Z,2017-02-12T23:00:00Z,seed_dataset,verified
READ-2017-W07-R-103,R-103,rizky.pratama@ampera.local,3810.4820,3724.3220,86.1600,2017-02-13T00:00:00Z,2017-02-19T23:00:00Z,2017-02-19T23:00:00Z,seed_dataset,verified
READ-2017-W08-R-103,R-103,rizky.pratama@ampera.local,3899.3510,3810.4820,88.8690,2017-02-20T00:00:00Z,2017-02-26T23:00:00Z,2017-02-26T23:00:00Z,seed_dataset,verified
READ-2017-W09-R-103,R-103,rizky.pratama@ampera.local,3977.3460,3899.3510,77.9950,2017-02-27T00:00:00Z,2017-03-05T23:00:00Z,2017-03-05T23:00:00Z,seed_dataset,verified
READ-2017-W10-R-103,R-103,rizky.pratama@ampera.local,4051.2210,3977.3460,73.8750,2017-03-06T00:00:00Z,2017-03-12T23:00:00Z,2017-03-12T23:00:00Z,seed_dataset,verified
READ-2017-W11-R-103,R-103,rizky.pratama@ampera.local,4135.0910,4051.2210,83.8700,2017-03-13T00:00:00Z,2017-03-19T23:00:00Z,2017-03-19T23:00:00Z,seed_dataset,verified
READ-2017-W12-R-103,R-103,rizky.pratama@ampera.local,4208.6060,4135.0910,73.5150,2017-03-20T00:00:00Z,2017-03-26T23:00:00Z,2017-03-26T23:00:00Z,seed_dataset,verified
READ-2017-W13-R-103,R-103,rizky.pratama@ampera.local,4269.1470,4208.6060,60.5410,2017-03-27T00:00:00Z,2017-04-02T23:00:00Z,2017-04-02T23:00:00Z,seed_dataset,verified
READ-2017-W14-R-103,R-103,rizky.pratama@ampera.local,4326.2560,4269.1470,57.1090,2017-04-03T00:00:00Z,2017-04-09T23:00:00Z,2017-04-09T23:00:00Z,seed_dataset,verified
READ-2017-W15-R-103,R-103,rizky.pratama@ampera.local,4397.3760,4326.2560,71.1200,2017-04-10T00:00:00Z,2017-04-16T23:00:00Z,2017-04-16T23:00:00Z,seed_dataset,verified
READ-2017-W16-R-103,R-103,rizky.pratama@ampera.local,4465.8320,4397.3760,68.4560,2017-04-17T00:00:00Z,2017-04-23T23:00:00Z,2017-04-23T23:00:00Z,seed_dataset,verified
READ-2017-W17-R-103,R-103,rizky.pratama@ampera.local,4525.3810,4465.8320,59.5490,2017-04-24T00:00:00Z,2017-04-30T23:00:00Z,2017-04-30T23:00:00Z,seed_dataset,verified
READ-2017-W18-R-103,R-103,rizky.pratama@ampera.local,4579.6110,4525.3810,54.2300,2017-05-01T00:00:00Z,2017-05-07T23:00:00Z,2017-05-07T23:00:00Z,seed_dataset,verified
READ-2017-W19-R-103,R-103,rizky.pratama@ampera.local,4631.2810,4579.6110,51.6700,2017-05-08T00:00:00Z,2017-05-14T23:00:00Z,2017-05-14T23:00:00Z,seed_dataset,verified
READ-2017-W20-R-103,R-103,rizky.pratama@ampera.local,4680.8970,4631.2810,49.6160,2017-05-15T00:00:00Z,2017-05-21T23:00:00Z,2017-05-21T23:00:00Z,seed_dataset,verified
READ-2017-W21-R-103,R-103,rizky.pratama@ampera.local,4729.8370,4680.8970,48.9400,2017-05-22T00:00:00Z,2017-05-28T23:00:00Z,2017-05-28T23:00:00Z,seed_dataset,verified
READ-2017-W22-R-103,R-103,rizky.pratama@ampera.local,4768.7150,4729.8370,38.8780,2017-05-29T00:00:00Z,2017-06-04T23:00:00Z,2017-06-04T23:00:00Z,seed_dataset,verified
READ-2017-W23-R-103,R-103,rizky.pratama@ampera.local,4807.0410,4768.7150,38.3260,2017-06-05T00:00:00Z,2017-06-11T23:00:00Z,2017-06-11T23:00:00Z,seed_dataset,verified
READ-2017-W24-R-103,R-103,rizky.pratama@ampera.local,4854.5020,4807.0410,47.4610,2017-06-12T00:00:00Z,2017-06-18T23:00:00Z,2017-06-18T23:00:00Z,seed_dataset,verified
READ-2017-W25-R-103,R-103,rizky.pratama@ampera.local,4895.7560,4854.5020,41.2540,2017-06-19T00:00:00Z,2017-06-25T23:00:00Z,2017-06-25T23:00:00Z,seed_dataset,verified
READ-2017-W26-R-103,R-103,rizky.pratama@ampera.local,4949.2110,4895.7560,53.4550,2017-06-26T00:00:00Z,2017-07-02T23:00:00Z,2017-07-02T23:00:00Z,seed_dataset,verified
READ-2017-W27-R-103,R-103,rizky.pratama@ampera.local,5777.7600,4949.2110,828.5490,2017-07-03T00:00:00Z,2017-07-08T16:00:00Z,2017-07-08T16:00:00Z,seed_dataset,verified
READ-2015-W41-R-104,R-104,dewi.lestari@ampera.local,7.6940,0.0000,7.6940,2015-10-10T16:00:00Z,2015-10-11T23:00:00Z,2015-10-11T23:00:00Z,seed_dataset,verified
READ-2015-W42-R-104,R-104,dewi.lestari@ampera.local,94.0350,7.6940,86.3410,2015-10-12T00:00:00Z,2015-10-18T23:00:00Z,2015-10-18T23:00:00Z,seed_dataset,verified
READ-2015-W43-R-104,R-104,dewi.lestari@ampera.local,147.4840,94.0350,53.4490,2015-10-19T00:00:00Z,2015-10-25T23:00:00Z,2015-10-25T23:00:00Z,seed_dataset,verified
READ-2015-W44-R-104,R-104,dewi.lestari@ampera.local,201.6750,147.4840,54.1910,2015-10-26T00:00:00Z,2015-11-01T23:00:00Z,2015-11-01T23:00:00Z,seed_dataset,verified
READ-2015-W45-R-104,R-104,dewi.lestari@ampera.local,260.3390,201.6750,58.6640,2015-11-02T00:00:00Z,2015-11-08T23:00:00Z,2015-11-08T23:00:00Z,seed_dataset,verified
READ-2015-W46-R-104,R-104,dewi.lestari@ampera.local,300.2480,260.3390,39.9090,2015-11-09T00:00:00Z,2015-11-15T23:00:00Z,2015-11-15T23:00:00Z,seed_dataset,verified
READ-2015-W47-R-104,R-104,dewi.lestari@ampera.local,369.2780,300.2480,69.0300,2015-11-16T00:00:00Z,2015-11-22T23:00:00Z,2015-11-22T23:00:00Z,seed_dataset,verified
READ-2015-W48-R-104,R-104,dewi.lestari@ampera.local,509.4560,369.2780,140.1780,2015-11-23T00:00:00Z,2015-11-29T23:00:00Z,2015-11-29T23:00:00Z,seed_dataset,verified
READ-2015-W49-R-104,R-104,dewi.lestari@ampera.local,647.4660,509.4560,138.0100,2015-11-30T00:00:00Z,2015-12-06T23:00:00Z,2015-12-06T23:00:00Z,seed_dataset,verified
READ-2015-W50-R-104,R-104,dewi.lestari@ampera.local,799.8170,647.4660,152.3510,2015-12-07T00:00:00Z,2015-12-13T23:00:00Z,2015-12-13T23:00:00Z,seed_dataset,verified
